study,source,Inst,dbase,hcp_variable,variable_label,variable_type,variable_options,nda_structure,nda_element,structure_label,element_label,element_description,element_values,inst_short,template,action_requested,hcp_variable_upload,specialty_code,requested_python
,REDCap,,hcpa,alc_breath4,,,,drugscr01,alc_breath4,,,,,,,,,1,
,REDCap,,hcpa,alc_breath5,,,,drugscr01,alc_breath5,,,,,,,,,1,
,REDCap,,hcpa,alc_breath6,,,,drugscr01,alc_breath6,,,,,,,,,1,
,REDCap,,hcpa,drug,,,,drugscr01,drug,,,,,,,,,1,
,REDCap,,hcpa,drug1_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug1_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug1_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug1_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug1_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug1_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,REDCap,,hcpa,drug2_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug2_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug2_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug2_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug2_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug2_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,REDCap,,hcpa,drug3_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug3_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug3_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug3_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug3_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug3_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,REDCap,,hcpa,drug4_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug4_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug4_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug4_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug4_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug4_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,REDCap,,hcpa,drug5_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug5_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug5_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug5_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug5_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug5_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,REDCap,,hcpa,drug6_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug6_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug6_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug6_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug6_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug6_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,REDCap,,ssaga,dm2,,,,socdem01,fspgod,,,,,,,Please convert numeric codes to the text strings they represent.,dm2,,"studydata.dm2=studydata.dm2.str.replace('1','Male'); studydata.dm2=studydata.dm2.str.replace('2','Female')"
,REDCap,,ssaga,dm9,,,,socdem01,das1ms,,,,,,,Please convert numeric codes to the text strings they represent.,dm9,,"studydata.dm9=studydata.dm9.str.replace('1', 'MARRIED'); studydata.dm9=studydata.dm9.str.replace('2','WIDOWED'); studydata.dm9=studydata.dm9.str.replace('3', 'SEPARATED'); studydata.dm9=studydata.dm9.str.replace('4', 'DIVORCED'); studydata.dm9=studydata.dm9.str.replace('5', 'NEVER MARRIED'); studydata.dm9=studydata.dm9.str.replace('6', 'LIVING AS MARRIED')"
,REDCap,,ssaga,dm9_wyr,,,,socdem01,dm9_wyr,,,,,,,,dm9_wyr,,
,REDCap,,ssaga,dm11,,,,socdem01,qa18,,,,,,,,dm11,,
,REDCap,,ssaga,dm12,,,,socdem01,qa19,,,,,,,,dm12,,
,REDCap,,ssaga,dm14,,,,socdem01,pregnancy_no,,,,,,,,dm14,,
,REDCap,,ssaga,dm14_kidnum,,,,socdem01,qa22,,,,,,,,dm14_kidnum,,
,REDCap,,ssaga,dm15,,,,socdem01,bkgrnd_education,,,,,,,Please convert numeric codes to the text strings they represent.,dm15,,"studydata.dm15=studydata.dm15.str.replace('17', 'GRADUATE SCHOOL: M.A., M.S., J.D., M.D., Ph.D'); studydata.dm15=studydata.dm15.str.replace('16', '4 YRS COLLEGE: B.A., B.S.'); studydata.dm15=studydata.dm15.str.replace('15','3 YRS COLLEGE'); studydata.dm15=studydata.dm15.str.replace('14','2 YRS COLLEGE'); studydata.dm15=studydata.dm15.str.replace('13', 'TECHNICAL SCHOOL OR 1 YR COLLEGE'); studydata.dm15=studydata.dm15.str.replace('10','10TH'); studydata.dm15=studydata.dm15.str.replace('11', '11TH');studydata.dm15=studydata.dm15.str.replace('12', '12TH'); studydata.loc[studydata.dm15=='1','dm15']='1ST'; studydata.loc[studydata.dm15=='2','dm15']='2nd'; studydata.loc[studydata.dm15=='3','dm15']='3RD'; studydata.loc[studydata.dm15=='4','dm15']='4TH'; studydata.loc[studydata.dm15=='5','dm15']='5TH';studydata.loc[studydata.dm15=='6','dm15']='6TH'; studydata.loc[studydata.dm15=='7','dm15']='7TH'; studydata.loc[studydata.dm15=='8','dm15']='8TH'; studydata.loc[studydata.dm15=='9','dm15']='9TH';"
,REDCap,,ssaga,dm15a,,,,socdem01,sh_hs,,,,,,,"Please recode 1 as 0 (for ""No"").",,,"studydata.dm15a=studydata.dm15a.str.replace('1','0')"
,REDCap,,ssaga,dm15b,,,,socdem01,test_ged,,,,,,,"Please recode 1 as 0 (for ""No"").",,,"studydata.dm15b=studydata.dm15b.str.replace('1','0')"
,REDCap,,ssaga,dm15e,,,,socdem01,ed_1_y,,,,,,,"Please recode 1 as 0 (for ""No"").",,,"studydata.dm15e=studydata.dm15e.str.replace('1','0')"
,REDCap,,ssaga,dm15f,,,,socdem01,dm15f,,,,,,,,,,
,REDCap,,ssaga,dm15g,,,,socdem01,dm15g,,,,,,,,,,
,REDCap,,ssaga,dm16,,,,socdem01,dm__16,,,,,,,,,,
,REDCap,,ssaga,dm17,,,,socdem01,eo4,,,,,,,"Please recode 1 as 0 (for ""No"").",,,"studydata.dm17=studydata.dm17.str.replace('1','0')"
,REDCap,,ssaga,dm17a,,,,socdem01,a2b_yn,,,,,,,"Please recode 1 as 0 (for ""No"").",,,"studydata.dm17a=studydata.dm17a.str.replace('1','0')"
,REDCap,,ssaga,dm17b,,,,socdem01,annual_fam_inc,,,,,,,,,,
,REDCap,,ssaga,dm17c,,,,socdem01,household_number_in_house,,,,,,,,,,
,REDCap,,ssaga,dm_notes,,,,socdem01,comments_misc,,,,,,,,,,
,REDCap,,hcpa,caffeine_session,,,,drugscr01,caffeine_session,,,,,,,,,,
,REDCap,,hcpa,dummy_var18,,,,drugscr01,version_form,,,,,,,"Please have sessions' data share columns, one column for each unique question...The rows can be labeled by session/day with the 'version_form' column. ",version_form,1,
,REDCap,,hcpa,caffeine_s1yn,,,,drugscr01,caffeine_s1yn,,,,,,,,caffeine_s1yn,1,
,REDCap,,hcpa,caffeine_s1,,,,drugscr01,caffeine_s1,,,,,,,,caffeine_s1,1,
,REDCap,,hcpa,caffeine_s1pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,caffeine_s1pretype,1,
,REDCap,,hcpa,caffeine_s1pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,caffeine_s1pretime,1,
,REDCap,,hcpa,caffeine_s1preday,,,,drugscr01,caffeine_s1preday,,,,,,,,caffeine_s1preday,1,
,REDCap,,hcpa,caffeine_s1vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,caffeine_s1vsttype1,1,
,REDCap,,hcpa,caffeine_s1vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,caffeine_s1vsttime1,1,
,REDCap,,hcpa,caffeine_s1vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,caffeine_s1vsttype2,1,
,REDCap,,hcpa,caffeine_s1vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,caffeine_s1vsttime2,1,
,REDCap,,hcpa,caffeine_s2yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_session,,,,drugscr01,nicotine_session,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s1yn,,,,drugscr01,nicotine_s1yn,,,,,,,,nicotine_s1yn,1,
,REDCap,,hcpa,nicotine_s1,,,,drugscr01,nicotine_s1,,,,,,,,nicotine_s1,1,
,REDCap,,hcpa,nicotine_s1pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,nicotine_s1pretype,1,
,REDCap,,hcpa,nicotine_s1pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,nicotine_s1pretime,1,
,REDCap,,hcpa,nicotine_s1preday,,,,drugscr01,nicotine_s1preday,,,,,,,,nicotine_s1preday,1,
,REDCap,,hcpa,nicotine_s1vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,nicotine_s1vsttype1,1,
,REDCap,,hcpa,nicotine_s1vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,nicotine_s1vsttime1,1,
,REDCap,,hcpa,nicotine_s1vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,nicotine_s1vsttype2,1,
,REDCap,,hcpa,nicotine_s1vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,nicotine_s1vsttime2,1,
,REDCap,,hcpa,nicotine_s2yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,alc,,,,drugscr01,alc,,,,,,,,,1,
,REDCap,,hcpa,alc_breath1,,,,drugscr01,alc_breath1,,,,,,,,alc_breath1,1,
,REDCap,,hcpa,alc_breath2,,,,drugscr01,alc_breath2,,,,,,,,,1,
,REDCap,,hcpa,alc_breath3,,,,drugscr01,alc_breath3,,,,,,,,,1,
,REDCap,,hcpa,alc_breath4,,,,drugscr01,alc_breath4,,,,,,,,,1,
,REDCap,,hcpa,alc_breath5,,,,drugscr01,alc_breath5,,,,,,,,,1,
,REDCap,,hcpa,alc_breath6,,,,drugscr01,alc_breath6,,,,,,,,,1,
,REDCap,,hcpa,drug,,,,drugscr01,drug,,,,,,,,,1,
,REDCap,,hcpa,drug1_1,,,,drugscr01,drug1_1,,,,,,,,drug1_1,1,
,REDCap,,hcpa,drug1_2,,,,drugscr01,drug1_2,,,,,,,,drug1_2,1,
,REDCap,,hcpa,drug1_3,,,,drugscr01,drug1_3,,,,,,,,drug1_3,1,
,REDCap,,hcpa,drug1_4,,,,drugscr01,drug1_4,,,,,,,,drug1_4,1,
,REDCap,,hcpa,drug1_5,,,,drugscr01,drug1_5,,,,,,,,drug1_5,1,
,REDCap,,hcpa,drug1_6,,,,drugscr01,drug1_6,,,,,,,,drug1_6,1,
,REDCap,,hcpa,drug2_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug2_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug2_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug2_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug2_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug2_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,REDCap,,hcpa,drug3_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug3_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug3_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug3_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug3_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug3_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,REDCap,,hcpa,drug4_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug4_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug4_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug4_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug4_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug4_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,REDCap,,hcpa,drug5_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug5_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug5_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug5_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug5_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug5_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,REDCap,,hcpa,drug6_1,,,,drugscr01,drug1_1,,,,,,,,,1,
,REDCap,,hcpa,drug6_2,,,,drugscr01,drug1_2,,,,,,,,,1,
,REDCap,,hcpa,drug6_3,,,,drugscr01,drug1_3,,,,,,,,,1,
,REDCap,,hcpa,drug6_4,,,,drugscr01,drug1_4,,,,,,,,,1,
,REDCap,,hcpa,drug6_5,,,,drugscr01,drug1_5,,,,,,,,,1,
,REDCap,,hcpa,drug6_6,,,,drugscr01,drug1_6,,,,,,,,,1,
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_valid,,,,deldisk01,version_form,,,,,,,,K_ER40D_valid_code,1,penn['K_ER40D_valid_code']=penn['K_ER40D.valid_code']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_1mo_200,,,,deldisk01,sv_1mo_200,,,,,,,,K_ER40D_ER40_CR,1,penn['K_ER40D_ER40_CR']=penn['K_ER40D.ER40_CR']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_6mo_200,,,,deldisk01,sv_6mo_200,,,,,,,,K_ER40D_ER40_CRT,1,penn['K_ER40D_ER40_CRT']=penn['K_ER40D.ER40_CRT']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_1yr_200,,,,deldisk01,sv_1yr_200,,,,,,,,K_ER40D_ER40ANG,1,penn['K_ER40D_ER40ANG']=penn['K_ER40D.ER40ANG']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_3yr_200,,,,deldisk01,sv_3yr_200,,,,,,,,K_ER40D_ER40FEAR,1,penn['K_ER40D_ER40FEAR']=penn['K_ER40D.ER40FEAR']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_5yr_200,,,,deldisk01,sv_5yr_200,,,,,,,,K_ER40D_ER40HAP,1,penn['K_ER40D_ER40HAP']=penn['K_ER40D.ER40HAP']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_10yr_200,,,,deldisk01,sv_10yr_200,,,,,,,,K_ER40D_ER40NOE,1,penn['K_ER40D_ER40NOE']=penn['K_ER40D.ER40NOE']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_1mo_40000,,,,deldisk01,sv_1mo_40000,,,,,,,,K_ER40D_ER40SAD,1,penn['K_ER40D_ER40SAD']=penn['K_ER40D.ER40SAD']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_6mo_40000,,,,deldisk01,sv_6mo_40000,,,,,,,,K_ER40D_ER40ANGRT,1,penn['K_ER40D_ER40ANGRT']=penn['K_ER40D.ER40ANGRT']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_1yr_40000,,,,deldisk01,sv_1yr_40000,,,,,,,,K_ER40D_ER40FEARRT,1,penn['K_ER40D_ER40FEARRT']=penn['K_ER40D.ER40FEARRT']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_3yr_40000,,,,deldisk01,sv_3yr_40000,,,,,,,,K_ER40D_ER40HAPRT,1,penn['K_ER40D_ER40HAPRT']=penn['K_ER40D.ER40HAPRT']
,box.wustl.edu,Behavioral Data - Snapshots/UPenn CNP/PennCNP_PennCNP_Snapshot_*.csv,5.56288E+11,DDISC_SV_5yr_40000,,,,deldisk01,sv_5yr_40000,,,,,,,,K_ER40D_ER40NOERT,1,penn['K_ER40D_ER40NOERT']=penn['K_ER40D.ER40NOERT']
